[-2.15348,83.6843,-18.3616]	947.786596
[-2.18226,83.6617,-18.3468]	947.810589
[-2.20929,83.6402,-18.3321]	947.834386
[-2.23487,83.6198,-18.3173]	947.857914
[-2.30079,83.5696,-18.2785]	947.928182
[-2.32105,83.5554,-18.2664]	947.951714
[-2.34023,83.5428,-18.2548]	947.974808
[-2.35751,83.5321,-18.2443]	947.998104
[-2.37429,83.5223,-18.2344]	948.021076
[-2.39712,83.5095,-18.2216]	948.045875
[-2.42535,83.4942,-18.2075]	948.070079
[-2.45584,83.4782,-18.1941]	948.094871
[-2.48411,83.4636,-18.1837]	948.119395
[-2.51118,83.4498,-18.1752]	948.144379
[-2.53589,83.437,-18.1677]	948.168858
[-2.55963,83.424,-18.1607]	948.194008
[-2.58085,83.4118,-18.1544]	948.218598
[-2.6008,83.3993,-18.1487]	948.243504
[-2.618,83.3874,-18.143]	948.268204
[-2.63424,83.3752,-18.1371]	948.293134
[-2.65027,83.362,-18.1306]	948.3179
[-2.6646,83.3492,-18.1238]	948.342654
[-2.68004,83.3342,-18.1167]	948.367518
[-2.69597,83.3174,-18.1094]	948.392384
[-2.71254,83.2985,-18.1018]	948.417587
[-2.72746,83.2796,-18.0952]	948.442803
[-2.74102,83.2608,-18.0884]	948.468077
[-2.75536,83.2397,-18.081]	948.494258
[-2.77046,83.2167,-18.0731]	948.51995
[-2.78641,83.1919,-18.0654]	948.546155
[-2.80436,83.1643,-18.0579]	948.572734
[-2.82722,83.1305,-18.0494]	948.599244
[-2.8547,83.0919,-18.04]	948.625481
[-2.88657,83.0487,-18.0299]	948.651375
[-2.91898,83.0058,-18.0214]	948.676722
[-2.95601,82.9575,-18.0118]	948.702504
[-2.99361,82.9086,-18.0019]	948.727615
[-3.02919,82.8611,-17.9931]	948.753213
[-3.05934,82.8183,-17.984]	948.778819
[-3.08449,82.779,-17.9746]	948.802888
[-3.10748,82.7386,-17.9641]	948.826904
[-3.12804,82.6963,-17.9524]	948.85104
[-3.14517,82.6521,-17.9378]	948.87535
[-3.15734,82.6089,-17.9195]	948.899756
[-3.16437,82.568,-17.8991]	948.923842
[-3.16707,82.5339,-17.8805]	948.947333
[-3.16822,82.5043,-17.8616]	948.970857
[-3.16997,82.4785,-17.8452]	948.994506
[-3.17395,82.4552,-17.8323]	949.017079
[-3.18173,82.4307,-17.8204]	949.040376
[-3.19298,82.4062,-17.811]	949.063168
[-3.20661,82.3821,-17.8052]	949.086213
[-3.22354,82.3565,-17.7989]	949.109228
[-3.24273,82.3294,-17.7927]	949.132201
[-3.2593,82.3056,-17.7865]	949.155282
[-3.27364,82.2822,-17.7802]	949.178383
[-3.28437,82.2602,-17.7737]	949.201065
[-3.29226,82.2379,-17.7653]	949.224631
[-3.29783,82.2148,-17.7561]	949.247686
[-3.30072,82.1942,-17.7473]	949.271245
[-3.30186,82.1761,-17.7389]	949.294843
[-3.30187,82.1593,-17.7297]	949.318623
[-3.30097,82.1453,-17.7211]	949.342162
[-3.29949,82.1342,-17.7117]	949.365893
[-3.29694,82.1255,-17.7003]	949.389817
[-3.29383,82.1214,-17.6891]	949.413716
[-3.29053,82.1217,-17.6771]	949.438091
[-3.2873,82.1256,-17.6646]	949.462716
[-3.28466,82.1315,-17.6537]	949.487104
[-3.2824,82.1374,-17.6462]	949.510898
[-3.28062,82.1416,-17.6417]	949.534147
[-3.27859,82.145,-17.6376]	949.557959
[-3.27668,82.1474,-17.6339]	949.581335
[-3.27464,82.1491,-17.6301]	949.6051
[-3.27254,82.15,-17.6264]	949.628479
[-3.27057,82.1503,-17.6229]	949.652135
[-3.26907,82.1503,-17.6195]	949.675592
[-3.26829,82.15,-17.6178]	949.699094
[-3.26793,82.1497,-17.6168]	949.722736
[-3.26774,82.1495,-17.6157]	949.746593
[-3.26767,82.1496,-17.6143]	949.770294
[-3.26783,82.1504,-17.6129]	949.794591
[-3.26839,82.1523,-17.6117]	949.818748
[-3.2696,82.1554,-17.6107]	949.842849
[-3.27153,82.1596,-17.61]	949.866897
[-3.27412,82.1641,-17.6098]	949.891212
[-3.27718,82.1685,-17.6101]	949.915058
[-3.28157,82.1738,-17.6111]	949.939571
[-3.28676,82.1795,-17.613]	949.964124
[-3.29181,82.1846,-17.6151]	949.988322
[-3.29666,82.189,-17.6164]	950.012354
[-3.30123,82.1929,-17.6173]	950.036326
[-3.30491,82.1959,-17.6182]	950.060351
[-3.30723,82.1978,-17.619]	950.084377
[-3.3087,82.199,-17.6193]	950.108262
[-3.31012,82.2002,-17.6197]	950.132053
[-3.3111,82.2011,-17.6198]	950.155961
[-3.31209,82.2019,-17.6199]	950.180005
[-3.31289,82.2026,-17.6198]	950.203833
[-3.31348,82.2031,-17.6195]	950.227695
[-3.31408,82.2035,-17.6191]	950.251766
[-3.31478,82.2037,-17.6186]	950.275638
[-3.31564,82.2038,-17.6183]	950.297942
[-3.31695,82.2037,-17.6185]	950.321011
[-3.31927,82.2035,-17.6187]	950.343608
[-3.32232,82.2031,-17.619]	950.366131
[-3.32618,82.2025,-17.6198]	950.388239
[-3.33006,82.2017,-17.6207]	950.411013
[-3.33333,82.2011,-17.6211]	950.433207
[-3.33745,82.2003,-17.6217]	950.45575
[-3.34138,82.1995,-17.6223]	950.477977
[-3.34516,82.1985,-17.623]	950.500464
[-3.35431,82.1953,-17.6245]	950.545344
[-3.35973,82.193,-17.6251]	950.567788
[-3.36467,82.1905,-17.6254]	950.592611
[-3.36877,82.188,-17.626]	950.617795
[-3.37228,82.1857,-17.6268]	950.64309
[-3.37586,82.1834,-17.6276]	950.668382
[-3.38007,82.181,-17.6287]	950.69326
[-3.3829,82.1796,-17.6302]	950.718826
[-3.38575,82.1788,-17.6318]	950.743189
[-3.38887,82.1785,-17.6336]	950.767887
[-3.39212,82.1788,-17.6356]	950.792353
[-3.39567,82.1799,-17.6378]	950.817378
[-3.39981,82.1819,-17.6405]	950.842039
[-3.40464,82.1849,-17.6437]	950.866971
[-3.40937,82.1885,-17.6472]	950.889647
[-3.41416,82.1924,-17.6507]	950.912465
[-3.43053,82.206,-17.6622]	950.980741
[-3.43683,82.211,-17.6663]	951.003333
[-3.44263,82.2158,-17.6702]	951.025977
[-3.44799,82.2205,-17.6741]	951.048529
[-3.45243,82.2249,-17.6778]	951.071352
[-3.45686,82.2304,-17.6819]	951.096073
[-3.46056,82.2364,-17.6862]	951.120272
[-3.46395,82.244,-17.6905]	951.144871
[-3.46734,82.2541,-17.6955]	951.169132
[-3.47053,82.2666,-17.7008]	951.193171
[-3.47328,82.2806,-17.7069]	951.217375
[-3.47608,82.299,-17.7145]	951.240216
[-3.47869,82.3221,-17.7231]	951.262662
[-3.48105,82.3503,-17.733]	951.28581
[-3.48309,82.3824,-17.7446]	951.308725
[-3.48466,82.4156,-17.7564]	951.331355
[-3.48594,82.4525,-17.7688]	951.35414
[-3.48687,82.4889,-17.7813]	951.377139
[-3.48763,82.5254,-17.7935]	951.399726
[-3.48814,82.561,-17.8055]	951.422755
[-3.48845,82.5888,-17.8145]	951.445286
[-3.48865,82.6145,-17.8232]	951.468588
[-3.48881,82.6373,-17.831]	951.491629
[-3.48908,82.6585,-17.8384]	951.514871
[-3.48955,82.6772,-17.8461]	951.537844
[-3.49042,82.6944,-17.8538]	951.561094
[-3.49151,82.7072,-17.8595]	951.581334
[-3.49281,82.7183,-17.8643]	951.602009
[-3.49422,82.7287,-17.8686]	951.622061
[-3.49567,82.7385,-17.8724]	951.640631
[-3.4974,82.7495,-17.8761]	951.658598
[-3.49911,82.7598,-17.8791]	951.676807
[-3.50096,82.7703,-17.8822]	951.694998
[-3.5028,82.7802,-17.8852]	951.712774
[-3.50462,82.7887,-17.8875]	951.730988
[-3.5065,82.7967,-17.8897]	951.747956
[-3.50846,82.8045,-17.8919]	951.765164
[-3.5101,82.8108,-17.8938]	951.78245
[-3.51141,82.816,-17.8953]	951.80005
[-3.51233,82.8202,-17.8968]	951.81748
[-3.51318,82.8256,-17.8986]	951.835149
[-3.51368,82.8327,-17.9007]	951.853139
[-3.51339,82.8404,-17.9029]	951.871003
[-3.51199,82.849,-17.9052]	951.888881
[-3.50826,82.861,-17.9081]	951.906994
[-3.50247,82.8737,-17.9102]	951.92512
[-3.49322,82.8886,-17.9123]	951.943004
[-3.47708,82.9096,-17.9146]	951.96022
[-3.45417,82.9349,-17.9166]	951.977029
[-3.42273,82.9662,-17.9176]	951.994435
[-3.38854,82.9984,-17.9193]	952.011661
[-3.31003,83.0725,-17.9218]	952.046637
[-3.27428,83.1084,-17.9234]	952.063685
[-3.24548,83.1395,-17.9263]	952.081258
[-3.22117,83.1686,-17.9298]	952.098515
[-3.20237,83.1935,-17.9348]	952.115672
[-3.18898,83.2128,-17.9404]	952.132932
[-3.17698,83.2319,-17.9463]	952.150259
[-3.16683,83.2492,-17.9523]	952.167497
[-3.15836,83.2644,-17.9579]	952.184086
[-3.15151,83.277,-17.963]	952.200747
[-3.14509,83.2888,-17.9678]	952.217206
[-3.13917,83.2991,-17.9724]	952.234131
[-3.13149,83.3114,-17.9781]	952.250905
[-3.12277,83.3241,-17.984]	952.267873
[-3.11278,83.3374,-17.9895]	952.284751
[-3.10005,83.3529,-17.9959]	952.301635
[-3.08973,83.3648,-17.9999]	952.318504
[-3.07873,83.377,-18.0039]	952.335628
[-3.06932,83.3871,-18.0068]	952.352696
[-3.06032,83.3966,-18.0092]	952.369882
[-3.0531,83.4043,-18.0108]	952.386998
[-3.04618,83.4116,-18.0125]	952.404064
[-3.03987,83.4186,-18.0139]	952.421251
[-3.03278,83.4268,-18.0155]	952.44085
[-3.02559,83.4356,-18.0174]	952.460527
[-3.02037,83.4423,-18.0191]	952.480636
[-3.01302,83.4521,-18.0215]	952.503892
[-3.00848,83.4583,-18.0233]	952.526953
[-3.00292,83.4661,-18.0257]	952.550333
[-2.99797,83.4733,-18.028]	952.573477
[-2.99242,83.4816,-18.0309]	952.59687
[-2.98695,83.4896,-18.0341]	952.619852
[-2.98154,83.4971,-18.0375]	952.642505
[-2.97621,83.5038,-18.0407]	952.665105
[-2.97033,83.5103,-18.0441]	952.687885
[-2.96253,83.5176,-18.0488]	952.710089
[-2.95442,83.5238,-18.0535]	952.732755
[-2.94265,83.5305,-18.0601]	952.754981
[-2.93062,83.5347,-18.0678]	952.777209
[-2.9172,83.5372,-18.0778]	952.798661
[-2.90386,83.5378,-18.0895]	952.821009
[-2.89114,83.5381,-18.1018]	952.84406
[-2.88079,83.539,-18.1131]	952.8675
[-2.8715,83.5415,-18.1228]	952.89087
[-2.86227,83.5461,-18.1323]	952.913763
[-2.85303,83.5531,-18.1417]	952.936464
[-2.84466,83.5616,-18.1517]	952.959515
[-2.83795,83.5706,-18.1596]	952.97941
[-2.83118,83.5814,-18.1677]	952.999969
[-2.82462,83.5929,-18.1758]	953.019943
[-2.81791,83.6058,-18.1839]	953.040576
[-2.8115,83.6189,-18.1915]	953.060681
[-2.80425,83.634,-18.2002]	953.081389
[-2.79809,83.6462,-18.2071]	953.101421
[-2.79171,83.6572,-18.2138]	953.122128
[-2.78562,83.6662,-18.2196]	953.142328
[-2.77863,83.6752,-18.2259]	953.162934
[-2.77148,83.6831,-18.2323]	953.183333
[-2.76441,83.6899,-18.2391]	953.203967
[-2.75768,83.6953,-18.246]	953.22423
[-2.75104,83.6998,-18.2531]	953.244538
[-2.74592,83.7028,-18.2592]	953.264651
[-2.74141,83.7054,-18.2645]	953.282713
[-2.73738,83.7076,-18.2693]	953.300634
[-2.73432,83.7094,-18.2729]	953.318331
[-2.73199,83.7108,-18.2758]	953.335874
[-2.72988,83.7121,-18.2783]	953.353305
[-2.72835,83.7132,-18.2802]	953.370869
[-2.7274,83.7139,-18.2815]	953.38726
[-2.72677,83.7144,-18.2825]	953.403635
[-2.72642,83.7147,-18.2831]	953.420003
[-2.72585,83.7153,-18.2843]	953.436509
[-2.7253,83.7159,-18.2855]	953.452892
[-2.72339,83.7187,-18.2912]	953.503759
[-2.72279,83.7197,-18.2931]	953.52088
[-2.72229,83.7206,-18.2948]	953.539373
[-2.72201,83.7211,-18.2956]	953.557439
[-2.72175,83.7216,-18.2965]	953.576011
[-2.72134,83.7224,-18.2979]	953.595002
[-2.72095,83.7233,-18.2993]	953.61381
[-2.7206,83.7242,-18.3006]	953.632619
[-2.72037,83.7248,-18.3017]	953.65526
[-2.72021,83.7254,-18.3025]	953.677404
[-2.72013,83.7257,-18.3029]	953.700257
[-2.72009,83.7259,-18.3032]	953.718305
[-2.72005,83.7261,-18.3035]	953.73714
[-2.72002,83.7262,-18.3037]	953.755452
[-2.71999,83.7264,-18.3039]	953.772332
[-2.71997,83.7265,-18.3041]	953.789184
[-2.71992,83.7267,-18.3044]	953.805698
[-2.71987,83.7269,-18.3047]	953.822132
[-2.71974,83.7272,-18.3053]	953.838121
[-2.71952,83.7277,-18.3061]	953.854149
[-2.71904,83.7282,-18.3076]	953.870184
[-2.71796,83.7287,-18.3103]	953.886246
[-2.71614,83.7288,-18.3144]	953.902192
[-2.7128,83.7283,-18.3213]	953.919065
[-2.7073,83.7266,-18.3315]	953.936364
[-2.7012,83.7243,-18.3419]	953.95332
[-2.69552,83.7222,-18.3514]	953.970875
[-2.68765,83.7194,-18.3638]	953.988006
[-2.67927,83.7171,-18.3764]	954.005462
[-2.66205,83.7155,-18.4038]	954.042206
[-2.65363,83.7166,-18.4182]	954.06036
[-2.64565,83.7197,-18.433]	954.078752
[-2.63737,83.7253,-18.4495]	954.09901
[-2.63012,83.7329,-18.4656]	954.118572
[-2.62392,83.743,-18.4821]	954.138575
[-2.61924,83.7557,-18.4994]	954.158585
[-2.61631,83.7732,-18.5189]	954.178834
[-2.61629,83.7914,-18.5384]	954.198659
[-2.61859,83.807,-18.5564]	954.217385
[-2.62292,83.8214,-18.5734]	954.235587
[-2.62857,83.8341,-18.5892]	954.254
[-2.63532,83.8457,-18.6049]	954.273244
[-2.64235,83.8559,-18.6203]	954.292439
[-2.64916,83.8648,-18.6352]	954.311564
[-2.65583,83.8729,-18.6505]	954.331383
[-2.66053,83.8786,-18.6629]	954.351008
[-2.66375,83.8828,-18.6725]	954.370637
[-2.66658,83.8871,-18.6816]	954.390328
[-2.66947,83.8926,-18.6918]	954.409912
[-2.67185,83.8984,-18.7016]	954.430061
[-2.67393,83.9054,-18.7111]	954.452079
[-2.67531,83.9125,-18.7199]	954.474161
[-2.67574,83.9199,-18.7285]	954.496157
[-2.67506,83.9277,-18.737]	954.518577
[-2.67335,83.9355,-18.7453]	954.541206
[-2.6699,83.9455,-18.7561]	954.563606
[-2.66405,83.9582,-18.7697]	954.585729
[-2.65707,83.9709,-18.7834]	954.608167
[-2.65008,83.9821,-18.7963]	954.630623
[-2.64343,83.9923,-18.8082]	954.650309
[-2.63628,84.0037,-18.8209]	954.670645
[-2.62979,84.0152,-18.833]	954.690337
[-2.62421,84.0265,-18.8446]	954.709418
[-2.61864,84.0394,-18.8563]	954.728505
[-2.61356,84.0527,-18.8668]	954.747381
[-2.60873,84.0668,-18.8775]	954.766379
[-2.60461,84.0803,-18.8871]	954.784994
[-2.60097,84.0939,-18.8965]	954.80413
[-2.59833,84.1051,-18.9045]	954.822776
[-2.59605,84.1162,-18.9127]	954.841635
[-2.59442,84.1256,-18.9193]	954.860263
[-2.5928,84.1365,-18.9269]	954.880007
[-2.59163,84.145,-18.9331]	954.899705
[-2.59089,84.1504,-18.9373]	954.919459
[-2.59016,84.155,-18.9408]	954.940601
[-2.58926,84.1591,-18.9442]	954.961307
[-2.58797,84.1633,-18.9475]	954.98259
[-2.58607,84.1676,-18.9509]	955.005293
[-2.58253,84.1738,-18.9557]	955.028118
[-2.57825,84.1798,-18.9606]	955.050606
[-2.57216,84.1871,-18.9669]	955.075636
[-2.56663,84.1927,-18.9727]	955.100371
[-2.55819,84.1999,-18.9812]	955.125381
[-2.54782,84.2075,-18.9908]	955.148255
[-2.53533,84.2152,-19.002]	955.17113
[-2.52311,84.2218,-19.0128]	955.193805
[-2.51139,84.2272,-19.0237]	955.216211
[-2.50033,84.2317,-19.0347]	955.238476
[-2.49017,84.2356,-19.046]	955.260957
[-2.48199,84.2389,-19.0561]	955.282969
[-2.47501,84.2416,-19.0648]	955.305137
[-2.46764,84.2441,-19.0733]	955.327083
[-2.46056,84.246,-19.0808]	955.346757
[-2.45257,84.2475,-19.0888]	955.366125
[-2.44418,84.248,-19.0968]	955.385178
[-2.4358,84.2478,-19.1041]	955.403408
[-2.42678,84.2464,-19.1116]	955.422099
[-2.41768,84.244,-19.1191]	955.440704
[-2.40902,84.2408,-19.1266]	955.459101
[-2.40078,84.237,-19.1344]	955.477392
[-2.39163,84.2323,-19.1436]	955.495863
[-2.38283,84.227,-19.1532]	955.514513
[-2.37591,84.2224,-19.1618]	955.532958
[-2.37075,84.2186,-19.1691]	955.551462
[-2.3672,84.2159,-19.1751]	955.5683
[-2.36403,84.2134,-19.1813]	955.58551
[-2.36171,84.2115,-19.1867]	955.602199
[-2.3597,84.2095,-19.1923]	955.620625
[-2.35834,84.208,-19.1968]	955.638508
[-2.35699,84.2063,-19.2021]	955.656761
[-2.35601,84.2047,-19.2064]	955.674002
[-2.35503,84.2028,-19.211]	955.691033
[-2.35389,84.2001,-19.2164]	955.708295
[-2.35255,84.1961,-19.2231]	955.72538
[-2.3511,84.1905,-19.2311]	955.742165
[-2.34981,84.1831,-19.24]	955.759183
[-2.34876,84.1731,-19.25]	955.77626
[-2.34804,84.1608,-19.2608]	955.792949
[-2.34749,84.1443,-19.2747]	955.810303
[-2.34714,84.1248,-19.2899]	955.828841
[-2.34685,84.1041,-19.3059]	955.847342
[-2.3466,84.0871,-19.3187]	955.866008
[-2.34634,84.0753,-19.3273]	955.884202
[-2.34591,84.0657,-19.3341]	955.903083
[-2.34216,84.0387,-19.356]	955.96251
[-2.3405,84.0317,-19.3621]	955.982711
[-2.33831,84.0252,-19.3684]	956.003385
[-2.33594,84.02,-19.3737]	956.024221
[-2.33318,84.015,-19.3791]	956.044653
[-2.33012,84.0105,-19.3845]	956.065713
[-2.32648,84.0061,-19.3902]	956.086182
[-2.32142,84.001,-19.3975]	956.107265
[-2.31569,83.9962,-19.4055]	956.126758
[-2.30868,83.9914,-19.4147]	956.146756
[-2.30168,83.9874,-19.4236]	956.166509
[-2.29403,83.9835,-19.4326]	956.18586
[-2.2862,83.98,-19.4417]	956.205504
[-2.27776,83.9767,-19.4515]	956.22477
[-2.27064,83.9746,-19.4603]	956.244246
[-2.2635,83.9728,-19.4693]	956.263377
[-2.258,83.9716,-19.4767]	956.282631
[-2.25399,83.9708,-19.4818]	956.30145
[-2.24976,83.9698,-19.4871]	956.320628
[-2.2454,83.9687,-19.4926]	956.339749
[-2.24073,83.9673,-19.4983]	956.359628
[-2.233,83.9649,-19.5071]	956.399205
[-2.22962,83.9637,-19.5109]	956.418986
[-2.22624,83.9625,-19.5147]	956.439254
[-2.22206,83.9612,-19.5193]	956.459212
[-2.21792,83.9602,-19.524]	956.479378
[-2.21209,83.9591,-19.5303]	956.501417
[-2.19575,83.9582,-19.547]	956.546046
[-2.18669,83.9582,-19.5558]	956.5685
[-2.17758,83.9586,-19.5646]	956.592226
[-2.16985,83.9591,-19.5722]	956.616342
[-2.16331,83.9596,-19.5789]	956.640218
[-2.1579,83.9599,-19.5844]	956.664257
[-2.15339,83.9601,-19.5889]	956.688065
[-2.15026,83.9602,-19.5922]	956.711839
[-2.14837,83.9604,-19.5943]	956.73316
[-2.14724,83.9605,-19.5957]	956.755001
[-2.1466,83.9606,-19.5964]	956.776275
[-2.14626,83.9606,-19.5968]	956.797209
[-2.14589,83.9607,-19.5972]	956.817281
[-2.14527,83.9608,-19.5978]	956.838142
[-2.1441,83.961,-19.599]	956.858555
[-2.14256,83.9613,-19.6005]	956.879634
[-2.1408,83.9615,-19.6022]	956.899938
[-2.13811,83.9617,-19.6048]	956.920929
[-2.13437,83.9617,-19.6084]	956.941409
[-2.12851,83.9614,-19.6141]	956.962499
[-2.12242,83.9606,-19.6197]	956.979005
[-2.11463,83.959,-19.627]	956.995503
[-2.10668,83.9569,-19.6346]	957.011838
[-2.09878,83.9543,-19.6422]	957.028081
[-2.09123,83.9513,-19.6494]	957.044621
[-2.08301,83.9474,-19.6571]	957.061068
[-2.07441,83.9429,-19.6652]	957.07747
[-2.06757,83.9392,-19.6714]	957.093949
[-2.06039,83.9353,-19.6778]	957.110598
[-2.05305,83.9312,-19.6842]	957.127207
[-2.0456,83.927,-19.6907]	957.1439
[-2.03824,83.9231,-19.6969]	957.160498
[-2.03196,83.9199,-19.7023]	957.177264
[-2.02567,83.9169,-19.7075]	957.193893
[-2.0186,83.9139,-19.7132]	957.210885
[-2.01033,83.9108,-19.7197]	957.229451
[-2.00157,83.9078,-19.7263]	957.248306
[-1.99087,83.9048,-19.7339]	957.266857
[-1.98129,83.9022,-19.741]	957.286381
[-1.97257,83.9,-19.747]	957.305576
[-1.96331,83.8978,-19.7532]	957.32484
[-1.95533,83.8958,-19.7579]	957.344577
[-1.94657,83.8934,-19.7626]	957.364253
[-1.93815,83.8906,-19.7669]	957.383608
[-1.93036,83.8876,-19.7709]	957.401629
[-1.92294,83.8841,-19.775]	957.419179
[-1.91492,83.8794,-19.7794]	957.437252
[-1.90557,83.8729,-19.7849]	957.455765
[-1.89284,83.8626,-19.7921]	957.474739
[-1.87773,83.8489,-19.8001]	957.493633
[-1.86094,83.8326,-19.8085]	957.51272
[-1.83847,83.8101,-19.8194]	957.53182
[-1.81181,83.7833,-19.8318]	957.550957
[-1.78529,83.7571,-19.843]	957.569737
[-1.75981,83.7328,-19.8527]	957.588642
[-1.73412,83.7092,-19.8617]	957.607681
[-1.70561,83.6845,-19.8717]	957.628518
[-1.67708,83.6608,-19.8818]	957.649716
[-1.65072,83.639,-19.8905]	957.670524
[-1.62341,83.6162,-19.8998]	957.692633
[-1.59958,83.5954,-19.9086]	957.71415
[-1.57703,83.5743,-19.9178]	957.736203
[-1.55557,83.5526,-19.927]	957.758165
[-1.5363,83.5317,-19.9362]	957.779966
[-1.51938,83.5124,-19.9451]	957.80184
[-1.50423,83.4944,-19.9528]	957.824341
[-1.49314,83.4811,-19.9582]	957.846639
[-1.48476,83.4711,-19.9619]	957.869627
[-1.47669,83.462,-19.9652]	957.890602
[-1.46995,83.4547,-19.9682]	957.91201
[-1.46436,83.4489,-19.9704]	957.932803
[-1.45855,83.4431,-19.9726]	957.952939
[-1.45319,83.438,-19.9746]	957.972663
[-1.44701,83.4323,-19.9768]	957.992514
[-1.44215,83.4279,-19.9789]	958.011126
[-1.43679,83.4232,-19.9812]	958.029527
[-1.43259,83.4195,-19.9834]	958.048301
[-1.42784,83.4152,-19.9858]	958.066732
[-1.42308,83.411,-19.9883]	958.085631
[-1.41793,83.4062,-19.9911]	958.104087
[-1.41165,83.4001,-19.9948]	958.122476
[-1.40572,83.3939,-19.9985]	958.140875
[-1.39981,83.3869,-20.0023]	958.159494
[-1.38888,83.3712,-20.0107]	958.198127
[-1.38223,83.3603,-20.0165]	958.217316
[-1.3759,83.3488,-20.0224]	958.236751
[-1.36822,83.3337,-20.0303]	958.255868
[-1.36139,83.3198,-20.0371]	958.274956
[-1.35453,83.306,-20.0438]	958.294083
[-1.34748,83.2921,-20.0508]	958.314755
[-1.34193,83.2817,-20.0556]	958.335448
[-1.3376,83.2738,-20.0591]	958.355962
[-1.33308,83.2658,-20.0626]	958.376861
[-1.33024,83.2609,-20.0651]	958.397301
[-1.32837,83.2576,-20.0669]	958.418382
[-1.32459,83.2484,-20.0718]	958.480721
[-1.32358,83.2451,-20.0736]	958.501581
[-1.32268,83.2398,-20.0763]	958.522152
[-1.32234,83.2334,-20.0793]	958.543362
[-1.32265,83.2249,-20.083]	958.563531
[-1.32408,83.2112,-20.089]	958.584466
[-1.32715,83.1918,-20.097]	958.604812
[-1.33083,83.173,-20.105]	958.624915
[-1.33714,83.1446,-20.1165]	958.644938
[-1.3461,83.1061,-20.1319]	958.665315
[-1.3541,83.0717,-20.1454]	958.686292
[-1.36112,83.0398,-20.1578]	958.708004
[-1.36626,83.0125,-20.1697]	958.729099
[-1.36975,82.9887,-20.18]	958.749568
[-1.37163,82.9676,-20.1886]	958.769658
